Result,model_param,Score,type,C,gamma,kernel
0.9442990654205607,4.0 / 2.0,Accuracy,train,4.0,2.0,linear
0.9442990654205607,4.0 / 4.0,Accuracy,train,4.0,4.0,linear
0.9442990654205607,4.0 / 8.0,Accuracy,train,4.0,8.0,linear
0.9605607476635514,8.0 / 3.0517578125e-05,Accuracy,train,8.0,3.0517578125e-05,linear
0.9605607476635514,8.0 / 6.103515625e-05,Accuracy,train,8.0,6.103515625e-05,linear
0.9605607476635514,8.0 / 0.0001220703125,Accuracy,train,8.0,0.0001220703125,linear
0.9605607476635514,8.0 / 0.000244140625,Accuracy,train,8.0,0.000244140625,linear
0.9605607476635514,8.0 / 0.00048828125,Accuracy,train,8.0,0.00048828125,linear
0.9605607476635514,8.0 / 0.0009765625,Accuracy,train,8.0,0.0009765625,linear
0.9605607476635514,8.0 / 0.001953125,Accuracy,train,8.0,0.001953125,linear
0.9605607476635514,8.0 / 0.00390625,Accuracy,train,8.0,0.00390625,linear
0.9605607476635514,8.0 / 0.0078125,Accuracy,train,8.0,0.0078125,linear
0.9605607476635514,8.0 / 0.015625,Accuracy,train,8.0,0.015625,linear
0.9605607476635514,8.0 / 0.03125,Accuracy,train,8.0,0.03125,linear
0.9605607476635514,8.0 / 0.0625,Accuracy,train,8.0,0.0625,linear
0.9605607476635514,8.0 / 0.125,Accuracy,train,8.0,0.125,linear
0.9605607476635514,8.0 / 0.25,Accuracy,train,8.0,0.25,linear
0.9605607476635514,8.0 / 0.5,Accuracy,train,8.0,0.5,linear
0.9605607476635514,8.0 / 1.0,Accuracy,train,8.0,1.0,linear
0.9605607476635514,8.0 / 2.0,Accuracy,train,8.0,2.0,linear
0.9605607476635514,8.0 / 4.0,Accuracy,train,8.0,4.0,linear
0.9605607476635514,8.0 / 8.0,Accuracy,train,8.0,8.0,linear
0.9776635514018691,16.0 / 3.0517578125e-05,Accuracy,train,16.0,3.0517578125e-05,linear
0.9776635514018691,16.0 / 6.103515625e-05,Accuracy,train,16.0,6.103515625e-05,linear
0.9776635514018691,16.0 / 0.0001220703125,Accuracy,train,16.0,0.0001220703125,linear
0.9776635514018691,16.0 / 0.000244140625,Accuracy,train,16.0,0.000244140625,linear
0.9776635514018691,16.0 / 0.00048828125,Accuracy,train,16.0,0.00048828125,linear
0.9776635514018691,16.0 / 0.0009765625,Accuracy,train,16.0,0.0009765625,linear
0.9776635514018691,16.0 / 0.001953125,Accuracy,train,16.0,0.001953125,linear
0.9776635514018691,16.0 / 0.00390625,Accuracy,train,16.0,0.00390625,linear
0.9776635514018691,16.0 / 0.0078125,Accuracy,train,16.0,0.0078125,linear
0.9776635514018691,16.0 / 0.015625,Accuracy,train,16.0,0.015625,linear
0.9776635514018691,16.0 / 0.03125,Accuracy,train,16.0,0.03125,linear
0.9776635514018691,16.0 / 0.0625,Accuracy,train,16.0,0.0625,linear
0.9776635514018691,16.0 / 0.125,Accuracy,train,16.0,0.125,linear
0.9776635514018691,16.0 / 0.25,Accuracy,train,16.0,0.25,linear
0.9776635514018691,16.0 / 0.5,Accuracy,train,16.0,0.5,linear
0.9776635514018691,16.0 / 1.0,Accuracy,train,16.0,1.0,linear
0.9776635514018691,16.0 / 2.0,Accuracy,train,16.0,2.0,linear
0.9776635514018691,16.0 / 4.0,Accuracy,train,16.0,4.0,linear
0.9776635514018691,16.0 / 8.0,Accuracy,train,16.0,8.0,linear
0.989626168224299,8192.0 / 3.0517578125e-05,Accuracy,train,8192.0,3.0517578125e-05,linear
0.989626168224299,8192.0 / 6.103515625e-05,Accuracy,train,8192.0,6.103515625e-05,linear
0.989626168224299,8192.0 / 0.0001220703125,Accuracy,train,8192.0,0.0001220703125,linear
0.989626168224299,8192.0 / 0.000244140625,Accuracy,train,8192.0,0.000244140625,linear
0.989626168224299,8192.0 / 0.00048828125,Accuracy,train,8192.0,0.00048828125,linear
0.989626168224299,8192.0 / 0.0009765625,Accuracy,train,8192.0,0.0009765625,linear
0.989626168224299,8192.0 / 0.001953125,Accuracy,train,8192.0,0.001953125,linear
0.989626168224299,8192.0 / 0.00390625,Accuracy,train,8192.0,0.00390625,linear
0.989626168224299,8192.0 / 0.0078125,Accuracy,train,8192.0,0.0078125,linear
0.989626168224299,8192.0 / 0.015625,Accuracy,train,8192.0,0.015625,linear
0.989626168224299,8192.0 / 0.03125,Accuracy,train,8192.0,0.03125,linear
0.989626168224299,8192.0 / 0.0625,Accuracy,train,8192.0,0.0625,linear
0.989626168224299,8192.0 / 0.125,Accuracy,train,8192.0,0.125,linear
0.989626168224299,8192.0 / 0.25,Accuracy,train,8192.0,0.25,linear
0.989626168224299,8192.0 / 0.5,Accuracy,train,8192.0,0.5,linear
0.989626168224299,8192.0 / 1.0,Accuracy,train,8192.0,1.0,linear
0.989626168224299,8192.0 / 2.0,Accuracy,train,8192.0,2.0,linear
0.989626168224299,8192.0 / 4.0,Accuracy,train,8192.0,4.0,linear
0.989626168224299,8192.0 / 8.0,Accuracy,train,8192.0,8.0,linear
0.9838317757009346,16384.0 / 3.0517578125e-05,Accuracy,train,16384.0,3.0517578125e-05,linear
0.9838317757009346,16384.0 / 6.103515625e-05,Accuracy,train,16384.0,6.103515625e-05,linear
0.9838317757009346,16384.0 / 0.0001220703125,Accuracy,train,16384.0,0.0001220703125,linear
0.9838317757009346,16384.0 / 0.000244140625,Accuracy,train,16384.0,0.000244140625,linear
0.9838317757009346,16384.0 / 0.00048828125,Accuracy,train,16384.0,0.00048828125,linear
0.9838317757009346,16384.0 / 0.0009765625,Accuracy,train,16384.0,0.0009765625,linear
0.9838317757009346,16384.0 / 0.001953125,Accuracy,train,16384.0,0.001953125,linear
0.9838317757009346,16384.0 / 0.00390625,Accuracy,train,16384.0,0.00390625,linear
0.9838317757009346,16384.0 / 0.0078125,Accuracy,train,16384.0,0.0078125,linear
0.9838317757009346,16384.0 / 0.015625,Accuracy,train,16384.0,0.015625,linear
0.9838317757009346,16384.0 / 0.03125,Accuracy,train,16384.0,0.03125,linear
0.9838317757009346,16384.0 / 0.0625,Accuracy,train,16384.0,0.0625,linear
0.9838317757009346,16384.0 / 0.125,Accuracy,train,16384.0,0.125,linear
0.9838317757009346,16384.0 / 0.25,Accuracy,train,16384.0,0.25,linear
0.9838317757009346,16384.0 / 0.5,Accuracy,train,16384.0,0.5,linear
0.9838317757009346,16384.0 / 1.0,Accuracy,train,16384.0,1.0,linear
0.9838317757009346,16384.0 / 2.0,Accuracy,train,16384.0,2.0,linear
0.9838317757009346,16384.0 / 4.0,Accuracy,train,16384.0,4.0,linear
0.9838317757009346,16384.0 / 8.0,Accuracy,train,16384.0,8.0,linear
0.9694392523364487,32768.0 / 3.0517578125e-05,Accuracy,train,32768.0,3.0517578125e-05,linear
0.9694392523364487,32768.0 / 6.103515625e-05,Accuracy,train,32768.0,6.103515625e-05,linear
0.9694392523364487,32768.0 / 0.0001220703125,Accuracy,train,32768.0,0.0001220703125,linear
0.9694392523364487,32768.0 / 0.000244140625,Accuracy,train,32768.0,0.000244140625,linear
0.9694392523364487,32768.0 / 0.00048828125,Accuracy,train,32768.0,0.00048828125,linear
0.9694392523364487,32768.0 / 0.0009765625,Accuracy,train,32768.0,0.0009765625,linear
0.9694392523364487,32768.0 / 0.001953125,Accuracy,train,32768.0,0.001953125,linear
0.9694392523364487,32768.0 / 0.00390625,Accuracy,train,32768.0,0.00390625,linear
0.9694392523364487,32768.0 / 0.0078125,Accuracy,train,32768.0,0.0078125,linear
0.9694392523364487,32768.0 / 0.015625,Accuracy,train,32768.0,0.015625,linear
0.9694392523364487,32768.0 / 0.03125,Accuracy,train,32768.0,0.03125,linear
0.9694392523364487,32768.0 / 0.0625,Accuracy,train,32768.0,0.0625,linear
0.9694392523364487,32768.0 / 0.125,Accuracy,train,32768.0,0.125,linear
0.9694392523364487,32768.0 / 0.25,Accuracy,train,32768.0,0.25,linear
0.9694392523364487,32768.0 / 0.5,Accuracy,train,32768.0,0.5,linear
0.9694392523364487,32768.0 / 1.0,Accuracy,train,32768.0,1.0,linear
